country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",08-04-2025 15:00,26.358805,73.047444,PM10,63,208,112
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",08-04-2025 15:00,26.9502929,75.730943,NH3,3,24,7
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",08-04-2025 15:00,26.912329,70.909168,PM2.5,20,54,36
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",08-04-2025 15:00,26.912329,70.909168,NH3,5,43,19
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",08-04-2025 15:00,24.885261,72.857549,NH3,1,2,2
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",08-04-2025 15:00,24.885261,72.857549,SO2,2,28,9
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",08-04-2025 15:00,24.885261,72.857549,OZONE,33,66,53
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",08-04-2025 15:00,29.61075,74.283608,NO2,16,65,37
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",08-04-2025 15:00,27.213494,73.734444,PM2.5,24,192,52
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",08-04-2025 15:00,11.7637683,79.7499835,PM10,NA,NA,NA
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",08-04-2025 15:00,11.7637683,79.7499835,OZONE,1,2,1
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",08-04-2025 15:00,13.4127,80.1081,SO2,2,105,21
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",08-04-2025 15:00,12.746998,77.813811,NH3,1,1,1
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",08-04-2025 15:00,12.746998,77.813811,SO2,48,52,49
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",08-04-2025 15:00,13.0052189,80.2398125,NO2,13,14,13
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",08-04-2025 15:00,13.0052189,80.2398125,CO,44,62,56
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",08-04-2025 15:00,11.0328,77.0349,NO2,9,14,10
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",08-04-2025 15:00,10.942451,76.978996,PM2.5,NA,NA,NA
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",08-04-2025 15:00,10.942451,76.978996,PM10,NA,NA,NA
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",08-04-2025 15:00,12.8777316,80.0834807,PM2.5,25,53,40
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",08-04-2025 15:00,12.8777316,80.0834807,NH3,2,2,2
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",08-04-2025 15:00,12.8777316,80.0834807,CO,20,22,21
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",08-04-2025 15:00,12.8777316,80.0834807,OZONE,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",08-04-2025 15:00,12.9099161,80.1076538,CO,15,42,27
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",08-04-2025 15:00,10.798548,79.838212,OZONE,28,47,34
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",08-04-2025 15:00,11.273992,78.163545,PM2.5,NA,NA,NA
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",08-04-2025 15:00,10.681158,78.741746,NH3,3,3,3
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",08-04-2025 15:00,10.423417,78.784889,NH3,2,4,3
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",08-04-2025 15:00,12.952707,79.30394,PM2.5,NA,NA,NA
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",08-04-2025 15:00,12.952707,79.30394,SO2,NA,NA,NA
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",08-04-2025 15:00,12.9533,80.2357,PM2.5,8,71,22
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",08-04-2025 15:00,12.9533,80.2357,NO2,2,12,6
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",08-04-2025 15:00,13.1036,80.2909,NO2,8,42,23
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",08-04-2025 15:00,13.1036,80.2909,SO2,6,14,9
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",08-04-2025 15:00,13.1278,80.2642,NO2,8,25,14
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",08-04-2025 15:00,13.1662,80.2584,SO2,18,22,21
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",08-04-2025 15:00,10.798548,79.838212,PM2.5,3,37,16
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",08-04-2025 15:00,10.96782,78.080882,PM2.5,NA,NA,NA
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",08-04-2025 15:00,12.909494,79.131861,NH3,1,5,2
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",08-04-2025 15:00,9.559382,77.948828,SO2,15,18,18
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",08-04-2025 15:00,17.540891,78.358528,PM10,49,138,94
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",08-04-2025 15:00,17.540891,78.358528,NH3,4,10,6
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",08-04-2025 15:00,17.540891,78.358528,SO2,6,15,9
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",08-04-2025 15:00,17.460103,78.334361,PM2.5,13,59,29
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",08-04-2025 15:00,17.4559458,78.4332152,SO2,NA,NA,NA
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",08-04-2025 15:00,17.417094,78.457437,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",08-04-2025 15:00,17.417094,78.457437,PM10,NA,NA,NA
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",08-04-2025 15:00,17.417094,78.457437,NH3,NA,NA,NA
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",08-04-2025 15:00,17.417094,78.457437,CO,23,44,32
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",08-04-2025 15:00,17.349694,78.451437,CO,6,21,7
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",08-04-2025 15:00,17.544899,78.486949,OZONE,29,66,66
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",08-04-2025 15:00,17.37206,78.50864,PM2.5,25,62,40
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",08-04-2025 15:00,17.37206,78.50864,CO,4,48,20
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",08-04-2025 15:00,17.528544,78.286195,PM10,53,69,57
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",08-04-2025 15:00,17.5184,78.278777,PM2.5,30,167,58
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",08-04-2025 15:00,17.5184,78.278777,NO2,3,82,12
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",08-04-2025 15:00,27.106972,78.000111,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",08-04-2025 15:00,27.106972,78.000111,PM10,NA,NA,NA
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",08-04-2025 15:00,27.106972,78.000111,CO,24,38,32
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",08-04-2025 15:00,10.830158,78.691849,PM2.5,13,49,26
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",08-04-2025 15:00,10.830158,78.691849,NO2,10,16,10
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",08-04-2025 15:00,11.679111,78.125052,PM10,18,79,46
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",08-04-2025 15:00,27.169338,78.03582,NH3,1,1,1
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",08-04-2025 15:00,17.393559,78.339194,CO,34,38,35
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",08-04-2025 15:00,28.2348927,77.8683002,NO2,3,6,3
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",08-04-2025 15:00,28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",08-04-2025 15:00,26.766433,80.927299,PM2.5,67,335,164
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",08-04-2025 15:00,26.766433,80.927299,SO2,22,34,30
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",08-04-2025 15:00,26.766433,80.927299,OZONE,22,167,167
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",08-04-2025 15:00,26.86812,81.005119,NO2,9,12,10
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",08-04-2025 15:00,26.86812,81.005119,SO2,10,12,10
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",08-04-2025 15:00,28.47272,77.482,PM10,64,145,114
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",08-04-2025 15:00,28.47272,77.482,NO2,17,98,42
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",08-04-2025 15:00,28.47272,77.482,NH3,8,12,10
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",08-04-2025 15:00,28.47272,77.482,CO,13,66,31
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",08-04-2025 15:00,28.47272,77.482,OZONE,29,82,54
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",08-04-2025 15:00,28.557054,77.453663,NO2,31,184,83
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",08-04-2025 15:00,27.19862,77.92066,SO2,14,31,22
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",08-04-2025 15:00,28.964949,77.278761,NH3,1,5,3
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",08-04-2025 15:00,28.359581,79.414455,PM10,NA,NA,NA
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",08-04-2025 15:00,28.38910936,79.42963708,CO,8,50,24
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",08-04-2025 15:00,28.406963,77.849831,NO2,12,56,25
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",08-04-2025 15:00,27.168897,78.37696,NO2,17,17,17
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",08-04-2025 15:00,28.725645,77.749675,NH3,11,16,13
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",08-04-2025 15:00,25.4547,78.6039,PM2.5,39,154,78
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",08-04-2025 15:00,25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",08-04-2025 15:00,27.1594,78.3953,NH3,2,2,2
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",08-04-2025 15:00,28.757294,77.278792,NO2,37,165,116
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",08-04-2025 15:00,28.757294,77.278792,NH3,4,18,13
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",08-04-2025 15:00,26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",08-04-2025 15:00,26.509954,80.249612,PM10,54,124,102
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",08-04-2025 15:00,26.90723,80.98579,PM10,64,116,98
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",08-04-2025 15:00,26.90723,80.98579,NH3,4,4,4
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",08-04-2025 15:00,28.685382,77.453839,PM10,NA,NA,NA
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",08-04-2025 15:00,29.4723508,77.7194031,NH3,10,14,12
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",08-04-2025 15:00,29.4723508,77.7194031,CO,11,40,14
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",08-04-2025 15:00,29.4723508,77.7194031,OZONE,39,161,83
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",08-04-2025 15:00,28.5447608,77.3231257,NO2,22,122,61
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",08-04-2025 15:00,28.5447608,77.3231257,NH3,16,29,21
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",08-04-2025 15:00,28.5898,77.3101,PM10,24,139,71
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",08-04-2025 15:00,25.494,81.863,PM10,30,166,125
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",08-04-2025 15:00,25.44919916,81.82735986,PM10,78,167,129
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",08-04-2025 15:00,25.44919916,81.82735986,NO2,5,5,5
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",08-04-2025 15:00,25.44919916,81.82735986,OZONE,11,22,13
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",08-04-2025 15:00,25.3505986,82.9083074,PM2.5,42,85,52
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",08-04-2025 15:00,26.83399722,80.8917361,OZONE,2,65,26
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",08-04-2025 15:00,28.999264,77.7590354,PM10,120,333,215
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",08-04-2025 15:00,28.999264,77.7590354,NH3,10,14,12
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",08-04-2025 15:00,28.9535882,77.7622941,PM2.5,27,85,58
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",08-04-2025 15:00,29.06351,77.709723,PM2.5,45,202,108
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",08-04-2025 15:00,29.06351,77.709723,SO2,9,34,24
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",08-04-2025 15:00,29.06351,77.709723,CO,8,103,26
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",08-04-2025 15:00,28.840739,78.697531,PM10,43,171,100
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",08-04-2025 15:00,25.262326,82.995408,NO2,2,3,2
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",08-04-2025 15:00,25.262326,82.995408,NH3,2,5,4
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",08-04-2025 15:00,25.262326,82.995408,SO2,17,26,19
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",08-04-2025 15:00,25.32393,82.99687,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",08-04-2025 15:00,28.856664,78.772638,OZONE,8,65,22
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",08-04-2025 15:00,28.849399,78.742362,NO2,25,25,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",08-04-2025 15:00,28.849399,78.742362,SO2,30,73,43
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",08-04-2025 15:00,28.849399,78.742362,OZONE,19,79,27
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",08-04-2025 15:00,28.56923,77.393848,PM2.5,57,306,201
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",08-04-2025 15:00,25.425602,81.917152,PM10,60,181,124
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",08-04-2025 15:00,28.840739,78.697531,CO,3,64,43
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",08-04-2025 15:00,28.856664,78.772638,NO2,9,25,24
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",08-04-2025 15:00,25.32393,82.99687,SO2,28,29,28
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",08-04-2025 15:00,29.2124114,78.9611753,PM10,47,141,85
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",08-04-2025 15:00,29.2124114,78.9611753,NO2,7,35,14
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",08-04-2025 15:00,29.2124114,78.9611753,CO,16,94,24
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",08-04-2025 15:00,30.075911,78.2859547,SO2,3,5,4
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",08-04-2025 15:00,30.075911,78.2859547,CO,22,48,40
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",08-04-2025 15:00,22.611968,88.347422,SO2,7,10,8
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",08-04-2025 15:00,22.611968,88.347422,CO,10,22,15
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",08-04-2025 15:00,22.5687319,88.2797276,PM2.5,22,59,39
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",08-04-2025 15:00,22.5687319,88.2797276,PM10,32,62,46
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",08-04-2025 15:00,22.5687319,88.2797276,NO2,8,21,14
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",08-04-2025 15:00,22.5687319,88.2797276,SO2,6,31,8
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",08-04-2025 15:00,23.685297,86.945968,OZONE,21,61,28
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",08-04-2025 15:00,23.697936,86.944395,NH3,3,4,3
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",08-04-2025 15:00,23.697936,86.944395,CO,8,18,10
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",08-04-2025 15:00,23.618183,87.105718,NO2,5,41,18
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",08-04-2025 15:00,23.567923,87.306843,NH3,2,3,3
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",08-04-2025 15:00,23.508764,87.35444,NO2,8,19,13
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",08-04-2025 15:00,22.06047,88.109737,PM2.5,12,14,13
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",08-04-2025 15:00,22.06047,88.109737,PM10,19,54,36
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",08-04-2025 15:00,22.06047,88.109737,SO2,8,25,14
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",08-04-2025 15:00,22.7605581,88.3617589,SO2,13,14,13
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",08-04-2025 15:00,22.554954,88.292568,NH3,1,2,2
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",08-04-2025 15:00,22.611968,88.347422,PM2.5,29,94,55
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",08-04-2025 15:00,22.5367507,88.3638022,PM2.5,13,36,22
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",08-04-2025 15:00,22.5367507,88.3638022,NO2,13,21,17
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",08-04-2025 15:00,22.58157048,88.41002457,PM10,27,54,40
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",08-04-2025 15:00,22.58157048,88.41002457,SO2,6,9,8
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",08-04-2025 15:00,22.49929,88.36917,CO,16,22,18
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",08-04-2025 15:00,22.49929,88.36917,OZONE,13,41,26
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",08-04-2025 15:00,22.51106,88.35142,SO2,2,6,4
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",08-04-2025 15:00,22.51106,88.35142,CO,16,20,18
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",08-04-2025 15:00,26.6879226,88.4152495,NO2,18,37,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",08-04-2025 15:00,26.10887,91.589544,PM2.5,73,290,177
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",08-04-2025 15:00,26.10887,91.589544,SO2,10,14,12
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",08-04-2025 15:00,26.10887,91.589544,OZONE,12,19,16
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",08-04-2025 15:00,26.1875,91.744194,SO2,31,47,39
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",08-04-2025 15:00,26.1875,91.744194,CO,22,88,43
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",08-04-2025 15:00,26.181742,91.78063,PM10,96,336,179
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",08-04-2025 15:00,26.349082,92.68449,PM10,18,110,75
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",08-04-2025 15:00,26.349082,92.68449,NO2,4,29,14
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",08-04-2025 15:00,26.349082,92.68449,CO,38,101,53
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-04-2025 15:00,26.446912,91.439057,PM10,93,378,154
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-04-2025 15:00,26.446912,91.439057,NH3,1,1,1
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-04-2025 15:00,26.446912,91.439057,SO2,2,6,3
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",08-04-2025 15:00,26.446912,91.439057,OZONE,11,17,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA",08-04-2025 15:00,24.82827,92.79525,PM10,49,66,57
India,Assam,Silchar,"Tarapur, Silchar - PCBA",08-04-2025 15:00,24.82827,92.79525,NO2,15,15,15
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",08-04-2025 15:00,16.9872867,81.7363176,NO2,10,37,22
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",08-04-2025 15:00,16.9872867,81.7363176,OZONE,5,7,6
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",08-04-2025 15:00,13.67,79.35,SO2,3,21,7
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",08-04-2025 15:00,13.615387,79.40923,NO2,13,32,22
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",08-04-2025 15:00,26.987634,94.636574,NH3,2,6,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",08-04-2025 15:00,26.987634,94.636574,OZONE,1,20,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",08-04-2025 15:00,26.146529,87.454184,NO2,7,7,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",08-04-2025 15:00,26.146529,87.454184,OZONE,8,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",08-04-2025 15:00,25.5626095,84.663264,NH3,2,2,2
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",08-04-2025 15:00,24.75746,84.366208,PM10,55,205,143
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",08-04-2025 15:00,24.75746,84.366208,OZONE,8,90,49
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-04-2025 15:00,26.80365,84.51954,PM10,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",08-04-2025 15:00,26.80365,84.51954,NO2,28,29,29
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",08-04-2025 15:00,26.071318,91.87488,NO2,10,28,18
India,Assam,Guwahati,"IITG, Guwahati - PCBA",08-04-2025 15:00,26.2028636,91.70046436,NO2,1,11,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",08-04-2025 15:00,26.2028636,91.70046436,SO2,18,22,20
India,Assam,Guwahati,"IITG, Guwahati - PCBA",08-04-2025 15:00,26.2028636,91.70046436,CO,11,46,17
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",08-04-2025 15:00,13.20488,79.097889,NO2,10,17,13
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",08-04-2025 15:00,13.20488,79.097889,CO,12,20,17
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",08-04-2025 15:00,16.9872867,81.7363176,PM10,16,72,38
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",08-04-2025 15:00,13.615387,79.40923,OZONE,80,113,83
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",08-04-2025 15:00,16.509717,80.612222,CO,40,44,44
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",08-04-2025 15:00,16.509717,80.612222,OZONE,6,30,14
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",08-04-2025 15:00,11.654054,92.734055,NO2,18,31,23
